artist,cp,section,song
The Temptations,"1,4,1,4",Chorus,Ain't Too Proud to Beg
John Mayer,"1,4,1,4",Verse,Gravity
Simon and Garfunkel,"1,4,1,4",Verse,Bridge over Troubled Water
The Secret Sisters,"1,4,1,4",Verse,Tomorrow Will Be Kinder
The Ashes,"1,4,1,4",Verse,Hugo's Melancholic Slalom
My Little Pony,"1,4,1,4",Intro and Verse,Giggle at the Ghosty
Creed,"1,4,1,4",Verse,Higher
Warren Zevon,"1,4,1,4",Verse,Things To Do In Denver When You're Dead
Pink,"1,4,1,4",Chorus,Trouble
Queen,"1,4,1,4",Verse,Another One Bites The Dust
They Might Be Giants,"1,4,1,4",Verse,Bee Of The Bird Of The Moth
ABBA,"1,4,1,4",Chorus,Mamma Mia
The Beatles,"1,4,1,4",Verse,What You're Doing
Simon and Garfunkel,"1,4,1,4",Verse,Sound of Silence
Pearl Jam,"1,4,1,4",Verse,Black
COIL,"1,4,1,4",Verse,The Legendary Theme
INXS,"1,4,1,4",Verse,Beautiful Girl
Big Star,"1,4,1,4",Verse,Thirteen
Guided By Voices,"1,4,1,4",Chorus,Teenage FBI
Buddy Holly,"1,4,1,4",Verse,Peggy Sue
Buddy Holly,"1,4,1,4",Chorus,Peggy Sue
DC Talk,"1,4,1,4",Intro and Verse,Hardway
REM,"1,4,1,4",Intro,Everybody Hurts
U2,"1,4,1,4",Verse and Pre-Chorus,All I Want Is You
U2,"1,4,1,4",Verse,Running to Stand Still
Jon Foreman,"1,4,1,4",Verse,The House of God Forever
Buffalo Springfield,"1,4,1,4",Intro and Verse,For What It's Worth
U2,"1,4,1,4",Intro and Verse,Angel of Harlem
Bonnie Tyler,"1,4,1,4",Pre-Chorus,Total Eclipse of the Heart
Chumbawamba,"1,4,1,4",Intro and Verse,Tubthumping
The Modern Lovers,"1,4,1,4",Intro and Verse,Road Runner
Ben Folds Five,"1,4,1,4",Intro,Brick
Flaming Jets,"1,4,1,4",Chorus,Shiver
INXS,"1,4,1,4",Verse and Pre-Chorus,Never Tear us Apart
Birds of Tokyo,"1,4,1,4",Intro,Lanterns
Birds of Tokyo,"1,4,1,4",Verse,Lanterns
Birds of Tokyo,"1,4,1,4",Chorus,Lanterns
The Head and The Heart,"1,4,1,4",Chorus,Shake
Eric Clapton,"1,4,1,4",Intro and Verse,Lay Down Sally
Johnny Nash,"1,4,1,4",Verse,I Can See Clearly Now
Sarah Blasko,"1,4,1,4",Verse,Flame Trees
Sinead O'Connor,"1,4,1,4",Verse,Silent Night
U2,"1,4,1,4",Verse,Love Comes to Town
New Politics,"1,4,1,4",Intro and Verse,Harlem
Alex Lloyd,"1,4,1,4",Intro,Amazing
Alex Lloyd,"1,4,1,4",Verse and Pre-Chorus,Amazing
The Beach Boys,"1,4,1,4",Chorus,Kokomo
Jack Johnson,"1,4,1,4",Verse,Let It Be Sung
Jack Johnson,"1,4,1,4",Intro,I Got You
Jack Johnson,"1,4,1,4",Verse,I Got You
Jack Johnson,"1,4,1,4",Chorus,I Got You
Tan Bionica,"1,4,1,4",Pre-Chorus and Chorus,Ciudad Magica
They Might Be Giants,"1,4,1,4",Chorus,Birdhouse In Your Soul
U2,"1,4,1,4",Verse and Pre-Chorus,Tryin To Throw Your Arms Around The World
Oyuugi Wagamama Dan x PaRADEiS,"1,4,1,4",Chorus,Liverty
Oyuugi Wagamama Dan x PaRADEiS,"1,4,1,4",Bridge,Liverty
Beach Boys,"1,4,1,4",Intro,Don't Worry Baby
Fun,"1,4,1,4",Intro,Carry On
Fun,"1,4,1,4",Verse,Carry On
Nintendo,"1,4,1,4",Intro and Verse,Kirby Air Ride - Sky Sands
Cool Joke,"1,4,1,4",Chorus,Undo-Full-Metal-Alchemist-FMA-OP3
Eisley,"1,4,1,4",Verse and Pre-Chorus,Just Like We Do
Grace Potter,"1,4,1,4",Verse,Something that I Want
Jane Taylor,"1,4,1,4",Solo,Twinkle Twinkle Little Star
Lily Allen,"1,4,1,4",Verse,Air Balloon
Lily Allen,"1,4,1,4",Pre-Chorus and Chorus,Air Balloon
Langhorne Slim,"1,4,1,4",Verse,Worries
Stephen C Foster,"1,4,1,4",Verse,Gentle Annie
Andrew Lloyd Webber,"1,4,1,4",Chorus,Music of the Night
Jackson 5,"1,4,1,4",Chorus,I Want You Back
The Beatles,"1,4,1,4",Chorus,For You Blue
Muse,"1,4,1,4",Verse,Prague
Counting Crows,"1,4,1,4",Verse,Accidentally in Love
American Authors,"1,4,1,4",Chorus,Best Day Of My Life
Daniel Ingram,"1,4,1,4",Verse,Apples to the Core
One piece,"1,4,1,4",Intro,We Are
The Beatles,"1,4,1,4",Verse,Lady Madonna
Thomas Newman,"1,4,1,4",Instrumental,Nemo Egg - Finding Nemo
Modern English,"1,4,1,4",Verse,I Melt With You
Ludwig Van Beethoven,"1,4,1,4",Solo 1,Piano Sonata No 8 ''Pathetique'' - 3rd Movement
Bad Lip Reading,"1,4,1,4",Chorus,Russian Unicorn
The Ramones,"1,4,1,4",Chorus,Blitzkrieg Bop
Tom Waits,"1,4,1,4",Chorus,Martha
Tom Waits,"1,4,1,4",Intro,Martha
Empire Of The Sun,"1,4,1,4",Chorus,Alive
The Beatles,"1,4,1,4",Chorus,Revolution
Koji Kondo,"1,4,1,4",Verse,Super Mario Bros Overworld Theme
High School Musical,"1,4,1,4",Pre-Chorus and Chorus,Start of Something New
High School Musical,"1,4,1,4",Outro,Start of Something New
Tom Petty And The Heartbreakers,"1,4,1,4",Pre-Chorus and Chorus,I Won't Back Down
Pomplamoose,"1,4,1,4",Verse and Pre-Chorus,River Shiver
Pomplamoose,"1,4,1,4",Chorus,River Shiver
The Sweet,"1,4,1,4",Intro and Verse,Ballroom Blitz
Arcade Fire,"1,4,1,4",Chorus,Rebellion
ABBA,"1,4,1,4",Chorus,So Long
Game Freak,"1,4,1,4",Intro and Verse,Route 201 Day
Tom Robinson Band,"1,4,1,4",Intro and Verse,2 4 6 8 Motorway
John Denver,"1,4,1,4",Pre-Chorus and Chorus,Leaving On A Jet Plane
Kazumi Totaka,"1,4,1,4",Verse,Bubblegum KK
Mr Big,"1,4,1,4",Verse and Pre-Chorus,To Be With You
The Buggles,"1,4,1,4",Chorus,Video Killed The Radio Star
Fences,"1,4,1,4",Chorus,Arrows
Dustin Kensrue,"1,4,1,4",Verse,Rejoice
Def Leppard,"1,4,1,4",Pre-Chorus,Pour Some Sugar on Me
Ellie Lawson,"1,4,1,4",Chorus,Calling You - Vadim Spark Remix
Motion City Soundtrack,"1,4,1,4",Verse,Capital H
Motion City Soundtrack,"1,4,1,4",Chorus,Capital H
Creedence Clearwater Revival,"1,4,1,4",Verse,Hello Mary Lou
Flo Rida,"1,4,1,4",Chorus,Club Can't Handle Me
Koji Makaino,"1,4,1,4",Chorus,Combat Mecha Xabungle - Blue Flash
Eisley,"1,4,1,4",Bridge,Go Away
The Archies,"1,4,1,4",Chorus,Sugar Sugar
Michael Buble,"1,4,1,4",Chorus,It's a Beautiful Day
Richard Killick,"1,4,1,4",Verse,You Are The Best Thing In The World
Suzanne Ciani,"1,4,1,4",Verse,The Velocity of Love
Twin Forks,"1,4,1,4",Chorus,Kiss Me Darling
Logan Mayers,"1,4,1,4",Verse,Afternoon Regret
Restorations,"1,4,1,4",Intro and Verse,D
Murray Gold,"1,4,1,4",Chorus,Doctor Who Credits Theme
George Harrison,"1,4,1,4",Verse and Pre-Chorus,I Got My Mind Set On You
Icona Pop,"1,4,1,4",Verse,I Love It
Icona Pop,"1,4,1,4",Chorus,I Love It
Brooke Fraser,"1,4,1,4",Verse and Pre-Chorus,Something In The Water
Schoolhouse Rock,"1,4,1,4",Verse,Interjections
Bobby Freeman ,"1,4,1,4",Chorus,Do ya wanna dance 
Paul Simon,"1,4,1,4",Chorus,Cecelia
Traditional,"1,4,1,4",Chorus,Bingo
InsideOut A Cappella,"1,4,1,4",Chorus,Peanut Butter and Jelly
Noisy Neighbors,"1,4,1,4",Chorus,Sonic SatAM Theme Song - Fastest Thing Alive
Imagine Dragons,"1,4,1,4",Chorus,I Bet My Life
Jonathan Mann,"1,4,1,4",Pre-Chorus,Hey Defriender
Bowling For Soup,"1,4,1,4",Chorus,High School Never Ends
Wiz Khalifa ft Charlie Puth,"1,4,1,4",Pre-Chorus and Chorus,See You Again
Loverboy,"1,4,1,4",Chorus,Working For The Weekend
Kenny Loggins,"1,4,1,4",Verse,Footloose
Kenny Loggins,"1,4,1,4",Chorus,Footloose
Stephen Foster,"1,4,1,4",Verse,If You've Only Got A Moustache
The Heavy,"1,4,1,4",Chorus,Stuck
The Mighty Mighty Bosstones,"1,4,1,4",Verse,The Upper Hand
The Mighty Mighty Bosstones,"1,4,1,4",Chorus,Sunday Afternoons on Wisdom Ave
Vangelis,"1,4,1,4",Intro,Chariots of Fire
Madonna,"1,4,1,4",Intro,Ray Of Light
Biffy Clyro,"1,4,1,4",Outro,All The Way Down
Grouplove,"1,4,1,4",Intro and Verse,Let Me In
Pink Floyd,"1,4,1,4",Verse,Lost For Words
The Mighty Mighty Bosstones,"1,4,1,4",Verse,The Punch Line
John Williams,"1,4,1,4",Chorus,Midway March
They Might Be Giants,"1,4,1,4",Verse,Everything Right Is Wrong Again
Lucky Boys Confusion,"1,4,1,4",Chorus,Bossman
Spongebob Squarepants,"1,4,1,4",Chorus,SpongeBob SquarePants Theme
Jackson Browne,"1,4,1,4",Chorus,Running On Empty
Madonna,"1,4,1,4",Chorus,Ray Of Light
Madonna,"1,4,1,4",Verse and Pre-Chorus,Ray Of Light
Manfred Mann,"1,4,1,4",Verse,Doo Wah Diddy Diddy
Green Day,"1,4,1,4",Chorus,No One Knows
Undertale- Wrong Number Song -Cover by DM Dokuro-,"1,4,1,4",Chorus,Toby Fox
Weird Al Yankovic,"1,4,1,4",Verse and Pre-Chorus,The Night Santa Went Crazy
John Mellencamp,"1,4,1,4",Chorus,Pink Houses
All My Friends ft Tinashe - Chance The Rapper,"1,4,1,4",Verse,Snakehips
Snakehips,"1,4,1,4",Verse,All My Friends ft Tinashe - Chance The Rapper
Pat Benatar,"1,4,1,4",Intro and Verse,Promises In The Dark
Skid Row,"1,4,1,4",Verse,I Remember You
Cat Stevens,"1,4,1,4",Verse,Peace Train
Weezer,"1,4,1,4",Chorus,El Scorcho
Nintendo,"1,4,1,4",Verse,Tetris Attack - Forest World
Kazumi Totaka,"1,4,1,4",Chorus,8PM
Pink Guy,"1,4,1,4",Intro,Kill Yourself
Nintendo,"1,4,1,4",Intro and Verse,Super Mario Land - Chai Kingdom
The Connells,"1,4,1,4",Verse,'74-'75
Panic At The Disco,"1,4,1,4",Intro and Verse,That Green Gentleman
They Might Be Giants,"1,4,1,4",Chorus Lead-Out,Doctor Worm
Ryn Weaver,"1,4,1,4",Verse and Pre-Chorus,The Fool
Nintendo,"1,4,1,4",Intro and Verse,Super Mario Land - Muda Kingdom
Mauro Scocco,"1,4,1,4",Verse,Sarah
Brad Paisley,"1,4,1,4",Verse,Two Feet of Topsoil
Adam Lambert,"1,4,1,4",Verse,Whataya Want from Me
Schmoyoho,"1,4,1,4",Chorus,Zoolander the Musical
Robyn,"1,4,1,4",Chorus,Call Your Girlfriend
ArmanArX,"1,4,1,4",Chorus,Dia Melihatku
Sarah Fuller Flower Adams,"1,4,1,4",Instrumental,Nearer My God to Thee
Harry McClintock,"1,4,1,4",Verse,Big Rock Candy Mountain
Koji Kondo,"1,4,1,4",Verse,Mario 64 - File Select
Brian Fallon,"1,4,1,4",Intro and Verse,Honey Magnolia
Nathan Ford,"1,4,1,4",Verse,Funky Freeway
Derrick Harriott,"1,4,1,4",Verse,Let Me Down Easy
Derrick Harriott,"1,4,1,4",Chorus,Let Me Down Easy
The Oh Hellos,"1,4,1,4",Chorus,Hello My Old Heart
Genevieve,"1,4,1,4",Verse,Show Your Colors
Mar de Copas,"1,4,1,4",Verse,Ramera
Wang Chung,"1,4,1,4",Chorus,Everybody Have Fun Tonight
Billie Piper,"1,4,1,4",Chorus,Honey To The Bee
The Beatles,"1,4,1,4",Verse,I'm Only Sleeping
The Beatles,"1,4,1,4",Verse,Please Please Me
Luis Bacalov,"1,4,1,4",Intro and Verse,Django
The Mowgli's,"1,4,1,4",Verse,Summertime
Elton John,"1,4,1,4",Bridge,Daniel
Blink-182,"1,4,1,4",Verse,Go
Dire Straits,"1,4,1,5",Verse,Skateaway
Don McLean,"1,4,1,5",Chorus,American Pie
Fun,"1,4,1,5",Chorus,Some Nights
James Rich and Boots Randolph,"1,4,1,5",Verse,Yakety Sax
Johnny Cash,"1,4,1,5",Verse,I Walk The Line
Kenny Rogers,"1,4,1,5",Chorus,The Gambler
Miller 64,"1,4,1,5",Chorus,Living The Dream
Miller 64,"1,4,1,5",Verse,Living The Dream
Mumford and Sons,"1,4,1,5",Chorus,The Cave
Neutral Milk Hotel,"1,4,1,5",Verse,King of Carrot Flowers
Radiohead,"1,4,1,5",Chorus,Black Star
The Beatles,"1,4,1,5",Verse,Hey Jude
The Rolling Stones,"1,4,1,5",Chorus,Satisfaction
Afroman,"1,4,1,5",Verse,Because I Got High
Creedence Clearwater Revival,"1,4,1,5",Chorus,Down On The Corner
Creedence Clearwater Revival,"1,4,1,5",Verse,Down On The Corner
Queen,"1,4,1,5",Verse,I Want To Break Free
Green Day,"1,4,1,5",Pre-Chorus and Chorus,Oh Love
Jeff Marx and Robert Lopez,"1,4,1,5",Verse and Pre-Chorus,The Internet Is For Porn
Grandaddy,"1,4,1,5",Verse,The Go in the Go-For-It
Van Morrison,"1,4,1,5",Chorus,Brown Eyed Girl
Queen,"1,4,1,5",Verse,Crazy Little Thing Called Love
Takahashi Yu,"1,4,1,5",Verse and Pre-Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi
The Beatles,"1,4,1,5",Verse,With A Little Help From My Friends
The Beatles,"1,4,1,5",Verse,Ob-La-Di Ob-La-Da
Owl City,"1,4,1,5",Chorus,Alligator Sky
Kids Songs,"1,4,1,5",Outro,Old MacDonald Had a Farm
Coldplay,"1,4,1,5",Intro,Paradise
Coldplay,"1,4,1,5",Pre-Chorus,Paradise
Taylor Swift,"1,4,1,5",Verse,Safe and Sound
Michael Franti - Spearhead,"1,4,1,5",Chorus,Say Hey - I Love You
Hanson,"1,4,1,5",Chorus,MMMBop
B-Witched,"1,4,1,5",Pre-Chorus and Chorus,C'est La Vie
The Shins,"1,4,1,5",Intro,New Slang
The Shins,"1,4,1,5",Verse,New Slang
Queen,"1,4,1,5",Pre-Outro,I Want To Break Free
Backstreet Boys,"1,4,1,5",Chorus,Shape of My Heart
Asher Roth,"1,4,1,5",Chorus,I Love College
Dusty Springfield,"1,4,1,5",Bridge,I Only Want To Be With You
The Tokens,"1,4,1,5",Verse,The Lion Sleeps Tonight
The Tokens,"1,4,1,5",Chorus,The Lion Sleeps Tonight
Schoolhouse Rock,"1,4,1,5",Chorus,The Preamble
Jo Dee Messina,"1,4,1,5",Chorus,I'm Alright
Jo Dee Messina,"1,4,1,5",Verse,I'm Alright
Dixie Chicks,"1,4,1,5",Verse,Goodbye Earl
Dixie Chicks,"1,4,1,5",Chorus,Goodbye Earl
Thompson Square,"1,4,1,5",Chorus,Are You Gonna Kiss Me Or Not
Buddy Holly,"1,4,1,5",Verse,Peggy Sue
Buddy Holly,"1,4,1,5",Chorus,Peggy Sue
Buddy Holly,"1,4,1,5",Verse,Everyday
U2,"1,4,1,5",Intro,Beautiful Day
Jan And Dean,"1,4,1,5",Verse,Dead Man's Curve
Pearl Jam,"1,4,1,5",Verse,Elderly Woman Behind the Counter in a Small Town
U2,"1,4,1,5",Intro and Verse,Desire
U2,"1,4,1,5",Intro and Verse,Grace
Johnny Cash,"1,4,1,5",Intro,You Are My Sunshine
Robert Palmer,"1,4,1,5",Chorus,Bad Case of Loving You
Mungo Jerry,"1,4,1,5",Verse,In the Summertime
The Head and The Heart,"1,4,1,5",Chorus,Shake
Chuck Berry,"1,4,1,5",Verse,Johnny B Goode
Chuck Berry,"1,4,1,5",Chorus,Johnny B Goode
Little Mermaid,"1,4,1,5",Verse,Under the Sea
Disney,"1,4,1,5",Verse,Kiss The Girl
Disney,"1,4,1,5",Chorus,Kiss The Girl
Bill Haley and His Comets,"1,4,1,5",Verse,Rock Around The Clock
Sam Cooke,"1,4,1,5",Verse and Pre-Chorus,Another Saturday Night
Sinead O'Connor,"1,4,1,5",Verse,Silent Night
Jack Johnson,"1,4,1,5",Intro,I Got You
Jack Johnson,"1,4,1,5",Verse,I Got You
Jack Johnson,"1,4,1,5",Chorus,I Got You
Casting Crowns,"1,4,1,5",Verse,O Come All Ye Faithful - Christmas
Israel Kamakawiwoole,"1,4,1,5",Verse,Somewhere Over the Rainbow
Annie Lennox,"1,4,1,5",Chorus,Into The West
Owl City,"1,4,1,5",Bridge,Alligator Sky
Jane Taylor,"1,4,1,5",Solo,Twinkle Twinkle Little Star
YB,"1,4,1,5",Intro and Verse,Flying Butterfly
The Beatles,"1,4,1,5",Verse,Oh Darling
Langhorne Slim,"1,4,1,5",Verse,Worries
Counting Crows,"1,4,1,5",Intro,Accidentally in Love
Vienna Teng,"1,4,1,5",Intro and Verse,Goodnight New York
Daniel Ingram,"1,4,1,5",Verse,Apples to the Core
Austra,"1,4,1,5",Chorus,Painful Like
Chalk Zone,"1,4,1,5",Bridge,The Amazin' River
Cold Chisel,"1,4,1,5",Verse,Khe Sanh
Paul McCartney,"1,4,1,5",Verse,Sing The Changes
Rhythm Heaven,"1,4,1,5",Verse,Built To Scale
Tom Petty And The Heartbreakers,"1,4,1,5",Pre-Chorus and Chorus,I Won't Back Down
The White Stripes,"1,4,1,5",Verse,Ball and Biscuit
Twisted Sister,"1,4,1,5",Chorus,We're Not Gonna Take It
Twisted Sister,"1,4,1,5",Verse,We're Not Gonna Take It
ABBA,"1,4,1,5",Chorus,So Long
Game Freak,"1,4,1,5",Pre-Chorus,Route 201 Day
Johnny Cash,"1,4,1,5",Chorus,The Man Comes Around
Cartoons,"1,4,1,5",Chorus,Witch Doctor
My Little Pony,"1,4,1,5",Chorus,Giggle at the Ghosty
The White Stripes,"1,4,1,5",Verse 1,I'm Lonely
The White Stripes,"1,4,1,5",Verse 2,I'm Lonely
Misuzu Togashi--Makoto Miyazaki,"1,4,1,5",Chorus,Fly Away--Maken-ki-OP1
Social Distortion,"1,4,1,5",Verse,Sometimes I Do
Social Distortion,"1,4,1,5",Chorus,Sometimes I Do
Paul Simon,"1,4,1,5",Chorus,Cecelia
Walk off the Earth,"1,4,1,5",Chorus,Lightning Bolt
Adam Buxton,"1,4,1,5",Verse,Counting Song
Adam Buxton,"1,4,1,5",Chorus,Counting Song
InsideOut A Cappella,"1,4,1,5",Chorus,Peanut Butter and Jelly
Noisy Neighbors,"1,4,1,5",Chorus,Sonic SatAM Theme Song - Fastest Thing Alive
Imagine Dragons,"1,4,1,5",Chorus,I Bet My Life
Jonathan Mann,"1,4,1,5",Pre-Chorus,Hey Defriender
The Tokens,"1,4,1,5",Pre-Chorus and Chorus,The Lion Sleeps Tonight
Wolfgang Amadeus Mozart,"1,4,1,5",Outro,Rondo Alla Turca
Phineas and Ferb,"1,4,1,5",Verse,Triangulation
Phineas and Ferb,"1,4,1,5",Chorus,Triangulation
The Muffs,"1,4,1,5",Pre-Chorus and Chorus,Outer Space
Bowling For Soup,"1,4,1,5",Chorus,High School Never Ends
Wiz Khalifa ft Charlie Puth,"1,4,1,5",Intro,See You Again
Twenty One Pilots,"1,4,1,5",Chorus,House Of Gold
The Beach Boys,"1,4,1,5",Verse,Barbara Ann
The Mighty Mighty Bosstones,"1,4,1,5",Chorus,They Will Need Music
The Mighty Mighty Bosstones,"1,4,1,5",Verse,They Will Need Music
The Mighty Mighty Bosstones,"1,4,1,5",Intro,The Upper Hand
Hank Green,"1,4,1,5",Chorus,Mother Pheasant Plucker
Radical Face,"1,4,1,5",Verse,Welcome Home
Biffy Clyro,"1,4,1,5",Bridge,Mountains
A Day To Remember,"1,4,1,5",Pre-Chorus and Chorus,Downfall Of Us All
Alison Krauss,"1,4,1,5",Chorus,Down To The River To Pray
Catch 22,"1,4,1,5",Chorus,Keasbey Nights
Vicetone,"1,4,1,5",Chorus,Nothing Stopping Me
Ziggy Marley,"1,4,1,5",Verse,Dragonfly
The Beatles,"1,4,1,5",Chorus,Ob-La-Di Ob-La-Da
Rob Abernethy,"1,4,1,5",Verse,A Walk In The Shire
Twin Forks,"1,4,1,5",Verse,Scraping Up The Pieces
Twin Forks,"1,4,1,5",Chorus,Scraping Up The Pieces
Roger Glover,"1,4,1,5",Verse,Love Is All
John Williams,"1,4,1,5",Chorus,Midway March
Eisley,"1,4,1,5",Chorus,I Wish
Duke Ellington,"1,4,1,5",Verse,C Jam Blues
Dave Matthews Band,"1,4,1,5",Chorus,Best Of What's Around
Sia,"1,4,1,5",Chorus,Alive
Manfred Mann,"1,4,1,5",Verse,Doo Wah Diddy Diddy
Nintendo,"1,4,1,5",Intro and Verse,Pokemon Red And Blue - Pallet Town
Regina Spektor,"1,4,1,5",Chorus,Baby Jesus
Green Day,"1,4,1,5",Chorus,No One Knows
George Ezra,"1,4,1,5",Intro and Verse,Song 6
Undertale- Wrong Number Song -Cover by DM Dokuro-,"1,4,1,5",Chorus,Toby Fox
I'M SO LONESOME I COULD CRY,"1,4,1,5",Chorus,by Hank Williams
Sammy Hagar,"1,4,1,5",Verse,I'll Fall In Love Again
Metro Station,"1,4,1,5",Chorus,Shake It
Metro Station,"1,4,1,5",Chorus Lead-Out,Shake It
Love and Theft,"1,4,1,5",Chorus,Angel Eyes
Hank Williams Sr,"1,4,1,5",Verse,I Saw The Light
Weezer,"1,4,1,5",Solo 1,The Greatest Man That Ever Lived
Fountains of Wayne,"1,4,1,5",Verse,Hey Julie
Weezer,"1,4,1,5",Chorus,El Scorcho
James Lord Pierpont,"1,4,1,5",Verse,Jingle Bells
Willie Nelson,"1,4,1,5",Bridge,On The Road Again
Little Richard,"1,4,1,5",Verse,Long Tall Sally
Elvis Presley,"1,4,1,5",Verse,Hound Dog
Jerry Lee Lewis,"1,4,1,5",Verse,Whole Lotta Shakin' Goin' On
Little Richard,"1,4,1,5",Chorus,Tutti Frutti
Bob Marley,"1,4,1,5",Verse,Three Little Birds
Eric Hutchinson,"1,4,1,5",Chorus,Rock And Roll
Bosson and Apollo-4,"1,4,1,5",Chorus,10 000 Feet
The Connells,"1,4,1,5",Verse,'74-'75
The Antlers,"1,4,1,5",Intro and Verse,Sylvia
Palm Trees,"1,4,1,5",Chorus,Casanova
Green Day,"1,4,1,5",Verse,Shoplifter
Green Day,"1,4,1,5",Outro,Shoplifter
Toni Basil,"1,4,1,5",Chorus,Hey Mickey
The Stanley Brothers,"1,4,1,5",Verse,Over in the Gloryland
Futurama Theme,"1,4,1,5",Chorus,Christopher Tyng
Shakira,"1,4,1,5",Chorus,Try Everything
Eli Young Band,"1,4,1,5",Verse,Even If It Breaks Your Heart
Sarah Fuller Flower Adams,"1,4,1,5",Instrumental,Nearer My God to Thee
UNKO,"1,4,1,5",Intro,Jingle Bell
Nina Simone,"1,4,1,5",Verse,I Wish I Knew How It Would Feel To Be Free
Green Day,"1,4,1,5",Chorus,The Death of St Jimmy
Walter Buckley,"1,4,1,5",Verse,crazy little thing called love
B Witched,"1,4,1,5",Chorus,C est La Vie
Cyndi Lauper,"1,4,1,5",Chorus,True Colors
Animal Collective,"1,4,1,5",Pre-Chorus,Peacebone
Marina and the Diamonds,"1,4,1,5",Verse and Pre-Chorus,True Colors
The Monkees,"1,4,1,5",Intro and Verse,Daydream Believer
The Mowgli's,"1,4,1,5",Pre-Chorus,Summertime
Fun,"1,4,1,6",Chorus,Some Nights
Matt Nathanson,"1,4,1,6",Chorus,Come On Get Higher
Peter Paul and Mary,"1,4,1,6",Verse,Blowin' In The Wind
Usher,"1,4,1,6",Verse,DJ's Got Us Falling In Love Again
Camille Saint-Saens,"1,4,1,6",Chorus,Organ Symphony No 3 Op 78 - If I Had Words
The Secret Sisters,"1,4,1,6",Verse,Tomorrow Will Be Kinder
Anna Kendrick,"1,4,1,6",Verse,Cups - Pitch Perfect's 'When I'm Gone'
Viper,"1,4,1,6",Intro,You'll Cowards Dont Even Smoke Crack
Viper,"1,4,1,6",Chorus,You'll Cowards Don't Even Smoke Crack
Traveling Wilburys,"1,4,1,6",Intro and Verse,Handle With Care
the Sing Team,"1,4,1,6",Chorus,Satisfied in You
Jimi Hendrix,"1,4,1,6",Chorus,One Rainy Wish
Grace Potter,"1,4,1,6",Chorus,Something that I Want
Peter Paul and Mary,"1,4,1,6",Verse,Puff The Magic Dragon
Scott McKenzie,"1,4,1,6",Chorus,San Francisco
Thomas Newman,"1,4,1,6",Instrumental,Nemo Egg - Finding Nemo
Marcus Werner,"1,4,1,6",Bridge,Octavia
David Guetta ft Akon,"1,4,1,6",Pre-Chorus,Sexy Bitch
Mr Big,"1,4,1,6",Verse and Pre-Chorus,To Be With You
The Gaslight Anthem,"1,4,1,6",Verse,The Spirit of Jazz
Hans Zimmer,"1,4,1,6",Intro,The Lion King - This Land
The Lumineers,"1,4,1,6",Verse and Pre-Chorus,Stubborn Love
Brooke Fraser,"1,4,1,6",Verse,Something In The Water
Brooke Fraser,"1,4,1,6",Verse and Pre-Chorus,Something In The Water
Wiz Khalifa ft Charlie Puth,"1,4,1,6",Pre-Chorus and Chorus,See You Again
Jackson Browne,"1,4,1,6",Chorus,Running On Empty
Bloc Party,"1,4,1,6",Intro and Verse,The Healing
Paul and Storm,"1,4,1,6",Verse,Opening Band
Florence and the Machine,"1,4,1,6",Intro and Verse,Shake It Out
The Shins,"1,4,1,6",Chorus,Girl Inform Me
Kygo ft Maty Noyes,"1,4,1,6",Instrumental,Stay
The Connells,"1,4,1,6",Verse,'74-'75
Ryn Weaver,"1,4,1,6",Verse and Pre-Chorus,The Fool
Robyn,"1,4,1,6",Chorus,Call Your Girlfriend
Lady Gaga,"1,4,1,6",Intro,Til It Happens To You
Glaze,"1,4,1,6",Verse,Tough Luck
Nero,"1,4,1,6",Intro,The Thrill
The Monkees,"1,4,1,6",Chorus,Daydream Believer
Augustana,"1,4,5,1",Verse,Boston
Ayaka Hirahara,"1,4,5,1",Verse,Jupiter
Blues Traveler,"1,4,5,1",Verse,Hook
Bob Dylan,"1,4,5,1",Chorus,Like A Rolling Stone
Bon Jovi,"1,4,5,1",Chorus,Who says you can't go home
Dire Straits,"1,4,5,1",Verse,Skateaway
Green Day,"1,4,5,1",Chorus,Basketcase
John Mayer,"1,4,5,1",Chorus,Walt Graces Submarine Test January 1967
Konami,"1,4,5,1",Intro,Morning Music
Labrinth feat Emeli Sande,"1,4,5,1",Chorus,Beneath Your Beautiful
My Little Pony,"1,4,5,1",Chorus,Winter Wrap Up
Oasis and Microsoft Songsmith,"1,4,5,1",Verse,Wonderwall - Songsmith Techno Mix
One Direction,"1,4,5,1",Chorus,What Makes You Beautiful
One Direction,"1,4,5,1",Verse,What Makes You Beautiful
Peter Paul and Mary,"1,4,5,1",Verse,Blowin' In The Wind
Pink,"1,4,5,1",Chorus,Who Knew
Rob Hubbard,"1,4,5,1",Verse,Commando Highscore - Remember The War
The Beatles,"1,4,5,1",Verse,Here Comes the Sun
The Beatles,"1,4,5,1",Verse,I'm Looking Through You
The Pogues,"1,4,5,1",Intro and Verse,Streams of Whiskey
The Rolling Stones,"1,4,5,1",Chorus,Time Is On My Side
The Sounds of Science,"1,4,5,1",Verse,The Nanosong
Tom Petty,"1,4,5,1",Verse,Into The Great Wide Open
Train,"1,4,5,1",Chorus,Save Me San Francisco
Weezer,"1,4,5,1",Chorus,Buddy Holly
Afroman,"1,4,5,1",Verse,Because I Got High
