artist,cp,section,song,type
Tom Petty And the Heartbreakers,"1,6,5",Verse, I Won't Back Down,3 chord
Tom Robinson Band,"1,5,4",Verse,2 4 6 8 Motorway,3 chord
Tom Swoon and Lush and Simon,"1,6,4",Chorus,Ahead Of Us,3 chord
Tom Swoon and Paris Blohm,"4,5,6",Chorus,Synchronize,3 chord
Tom Swoon and StadiumX,"6,5,4",Chorus,Ghost,3 chord
Tom Waits,"1,4,1",Chorus,Martha,3 chord
Tomas Danko,"1,5,6",Verse,Plastic Pop,3 chord
Tommy James and The Shondells,"1,5,4",Verse,Crimson and Clover,3 chord
Tommy Tutone,"1,5,4",Pre-Chorus and Chorus,867-5309 Jenny,3 chord
Tomohito Nishiura,"1,6,2",Chorus,More London Streets,3 chord
Tomoko Sasaki,"4,5,1",Chorus,Song of Courage,3 chord
Toni Basil,"1,5,4",Chorus,Hey Mickey,3 chord
Tony Igy,"4,5,6",Chorus,Astronomia,3 chord
Tool,"1,5,6",Chorus,Aenima,3 chord
Tool,"1,2,6",Chorus,Schism,3 chord
Tori Kelly,"1,4,5",Chorus,Hollow,3 chord
Tori Kelly,"6,5,4",Chorus Lead-Out,Nobody Love,3 chord
Tori Kelly,"4,6,5",Chorus,Should've Been Us,3 chord
Toru Minegishi,"1,5,6",Verse,Splatfest Battle - Ink Me Up,3 chord
Toru Minegishi,"4,5,6",Intro,Splatoon - Calamari Inkantation,3 chord
Toru Minegishi,"1,4,5",Bridge,Splatoon - Seaskape,3 chord
Toru Minegishi,"4,5,1",Instrumental,Splatoon - Shellfie,3 chord
Toru Minegishi,"1,5,4",Verse,Splatoon - Split and Splat,3 chord
Toru Minegishi,"4,5,1",Bridge,Splatoon - Sucker Punch,3 chord
Toru Minegishi,"6,2,5",Chorus,Splatoon - Tide Goes Out,3 chord
Toru Minegishi,"1,5,4",Intro,Tokimeki Bomb Rush,3 chord
Total Drama Island,"1,5,1",Verse and Pre-Chorus,I Wanna Be Famous,3 chord
Totally Enormous Extinct Dinosaurs TEED T-E-E-D,"1,2,6",Chorus,Household Goods,3 chord
Totally Spies,"4,6,5",Instrumental,Hyper House,3 chord
Toto,"1,5,6",Chorus,Africa,3 chord
Toto,"4,5,6",Chorus,Hold The Line,3 chord
Touhou Shibayan Feat 3L,"4,6,5",Pre-Chorus and Chorus,Monochrome in the Night,3 chord
Tove Lo,"6,4,2",Chorus,Cool Girl,3 chord
Tove Lo,"1,4,6",Chorus,Habits - Stay High,3 chord
Tove Lo,"1,4,6",Pre-Chorus,Stay High - Habits Remix,3 chord
Tove Lo,"1,4,5",Verse and Pre-Chorus,Talking Body,3 chord
Tracy Chapman,"1,6,5",Intro,Fast Car,3 chord
Tracy Chapman,"1,5,4",Verse,Give me one reason,3 chord
Traditional,"1,4,1",Chorus,Bingo,3 chord
Traditional,"1,5,1",Chorus,Happy Birthday,3 chord
Traditional,"6,2,1",Instrumental,Korobeiniki--Tetris Main Theme,3 chord
Traditional,"6,5,6",Chorus,Roll the Old Chariot,3 chord
Traditional,"4,5,1",Verse,Sally In Our Alley,3 chord
Traditional,"4,5,1",Verse,We Wish You a Merry Christmas,3 chord
Train,"6,2,5",Verse,50 Ways to Say Goodbye,3 chord
Train,"1,4,5",Verse,Bruises,3 chord
Train,"1,5,6",Chorus,Drive By,3 chord
Train,"4,1,5",Chorus,Drops Of Jupiter,3 chord
Train,"1,5,6",Verse,Hey Soul Sister,3 chord
Train,"1,4,5",Chorus,Save Me San Francisco,3 chord
Transatlantic,"1,4,5",Outro,Stranger In Your Soul,3 chord
Transatlantic,"1,5,6",Chorus,We All Need Some Light,3 chord
Traveling Wilburys,"1,5,4",Intro and Verse,Handle With Care,3 chord
Traverse Town,"1,4,5",Instrumental,Kingdom Hearts,3 chord
Travie McCoy,"6,4,1",Chorus,Golden ft Sia,3 chord
Travie McCoy ft Bruno Mars,"4,5,6",Verse,Billionaire,3 chord
Treble Charger,"1,5,6",Chorus,Don't Believe It All,3 chord
Treble Charger,"1,6,5",Intro and Verse,Ever She Flows,3 chord
Trilucid and Philthy Chit,"6,2,4",Pre-Chorus,Precision,3 chord
Tristam,"4,5,6",Chorus,I Remember,3 chord
Tristam,"1,5,2",Pre-Chorus,My Friend,3 chord
Tristam,"6,4,2",Pre-Chorus,The Vine,3 chord
Tristam,"4,5,6",Verse,Till It's Over,3 chord
Tristam,"4,5,6",Verse,Truth,3 chord
Tristam and Braken,"1,5,6",Chorus,Far Away,3 chord
Tristam and Braken,"1,5,4",Chorus,Frame of Mind,3 chord
Tristam and Braken Monstercat,"1,4,5",Instrumental,Flight,3 chord
Tristan and braken,"1,4,5",Intro,Flight,3 chord
Tronicbox,"6,2,5",Chorus,What Do You Mean It's 1985,3 chord
Truth,"1,5,1",Intro,Left Swipe Dat,3 chord
Tuxedomoon,"4,5,4",Intro,What Use,3 chord
Twenty One Pilots,"1,5,1",Chorus,House Of Gold,3 chord
Twenty One Pilots,"1,5,1",Bridge,House of Gold,3 chord
Twenty One Pilots,"1,2,6",Verse,Ride,3 chord
Twenty One Pilots,"6,4,2",Pre-Chorus and Chorus,Stressed Out,3 chord
Twenty One Pilots,"4,5,6",Chorus,Tear In My Heart,3 chord
Twenty One Pilots,"1,6,4",Intro and Verse,Truce,3 chord
Twin Atlantic,"1,4,5",Chorus,Heart And Soul,3 chord
Twin Forks,"1,4,1",Chorus,Kiss Me Darling,3 chord
Twin Forks,"1,5,1",Verse,Scraping Up The Pieces,3 chord
Twinklestars,"1,5,1",Chorus,Rapikamu,3 chord
Twisted Sister,"1,5,1",Chorus,We're Not Gonna Take It,3 chord
Two Door Cinema Club,"6,1,5",Intro,Something Good Can Work,3 chord
Two Steps From Hell,"1,5,2",Chorus,Birth of A Hero,3 chord
Two Steps From Hell,"4,1,5",Intro,Breathe,3 chord
Two Steps From Hell,"1,4,5",Chorus,El Dorado,3 chord
Two Steps From Hell,"6,1,5",Intro,For The Win,3 chord
Two Steps From Hell,"1,5,2",Pre-Chorus,Heart Of Courage,3 chord
Two Steps From Hell,"1,2,6",Chorus,Jump,3 chord
Two Steps From Hell,"4,5,3",Intro,Strength Of A Thousand Men,3 chord
Two Steps from Hell,"1,5,2",Intro,Heart of Courage,3 chord
Two-Mix,"6,5,4",Verse and Pre-Chorus,Just Communication,3 chord
Two-Mix,"4,5,6",Chorus,Rhythm Emotion,3 chord
TwoThirds,"4,5,4",Intro,Waking Dreams ft Laura Brehm,3 chord
TyDi,"1,4,6",Bridge,Never Go Back,3 chord
Tyler Shaw,"1,6,5",Chorus,Kiss Goodnight,3 chord
Tyr,"1,2,4",Pre-Chorus and Chorus,Ormurin Langi,3 chord
U2,"1,4,1",Verse and Pre-Chorus,All I Want Is You,3 chord
U2,"1,4,1",Intro and Verse,Angel of Harlem,3 chord
U2,"1,4,1",Intro,Beautiful Day,3 chord
U2,"6,5,6",Intro and Verse,Bullet the Blue Sky,3 chord
U2,"1,5,4",Intro and Verse,Desire,3 chord
U2,"1,5,1",Chorus,Gone,3 chord
U2,"1,5,4",Intro and Verse,Grace,3 chord
U2,"1,5,4",Verse and Pre-Chorus,Hold Me Thrill Me Kiss Me Kill Me,3 chord
U2,"1,4,1",Verse,I Still Haven't Found What I'm Looking For,3 chord
U2,"1,4,1",Verse,Love Comes to Town,3 chord
U2,"1,6,4",Chorus,One,3 chord
U2,"1,5,4",Pre-Chorus,Original Of The Species,3 chord
U2,"1,4,1",Verse,Running to Stand Still,3 chord
U2,"6,4,1",Verse,Stuck in a Moment You Can't Get Out Of,3 chord
U2,"1,4,6",Verse,Sunday Bloody Sunday,3 chord
U2,"1,5,4",Chorus,The Miracle of Joey Ramone,3 chord
U2,"1,4,1",Verse and Pre-Chorus,Tryin To Throw Your Arms Around The World,3 chord
U2,"1,4,6",Chorus,Where The Streets Have No Name,3 chord
U2,"4,1,5",Verse,With or Without You,3 chord
U2,"4,1,5",Verse,Yahweh,3 chord
U2 Akiyama,"4,5,6",Chorus,Memory of Forgathering Dream,3 chord
UB40,"1,4,5",Intro and Verse,Red Red Wine,3 chord
UFO,"1,5,6",Intro and Verse,Doctor Doctor,3 chord
UNKO,"1,5,1",Intro,Jingle Bell,3 chord
UNiTE,"1,5,6",Chorus,Ai -'ation-,3 chord
Ui Miyazaki,"5,1,2",Chorus,KURENAI - Night Wizard OP,3 chord
UnBearable,"6,1,4",Chorus,King of the Bass,3 chord
Undertale- Wrong Number Song -Cover by DM Dokuro-,"1,5,6",Chorus,Toby Fox,3 chord
Underworld,"6,4,6",Chorus,Luetin,3 chord
Uni Akiyama,"6,4,5",Pre-Chorus and Chorus,Shoutoku Legend - True Administrator,3 chord
United Sonic Alliance,"1,6,4",Chorus,Secrets From The Night,3 chord
Unitopia,"4,5,4",Verse,The Garden,3 chord
Unknown,"1,5,1",Verse,Flea Waltz,3 chord
Unknown Mortal Orchestra,"1,4,5",Verse,Multi-Love,3 chord
Usher,"1,5,1",Verse,DJ's Got Us Falling In Love Again,3 chord
Usher,"4,6,5",Intro,More - Jimmy Joker Remix,3 chord
Usher,"4,6,5",Bridge,OMG,3 chord
Usher,"4,5,3",Chorus,Scream,3 chord
VNV Nation Remix,"4,5,6",Instrumental,Suicide Commando - Hellraiser,3 chord
Valve Studio Orchestra,"4,5,3",Verse,The Calm,3 chord
Vampire Weekend,"1,5,4",Chorus,A-Punk,3 chord
Vampire Weekend,"1,4,5",Intro,Cape Cod Kwassa Kwassa,3 chord
Vampire Weekend,"4,5,1",Intro,M79,3 chord
Van Halen,"4,5,6",Intro,Right Now,3 chord
Van Morrison,"1,5,1",Chorus,Brown Eyed Girl,3 chord
Van Morrison,"1,6,4",Verse,Caravan,3 chord
Van Morrison,"1,5,4",Intro,Gloria,3 chord
Vance Joy,"1,4,5",Bridge,Georgia,3 chord
Vance Joy,"1,6,5",Verse,Riptide,3 chord
Vandenberg,"1,2,6",Verse,Burning Heart,3 chord
Vanessa Carlton,"1,4,1",Verse and Pre-Chorus,A Thousand Miles,3 chord
Vanessa Carlton,"6,5,1",Intro and Verse,San Francisco,3 chord
Vanessa Hudgens,"1,4,5",Intro and Verse,When There Was Me and You - High School Musical,3 chord
Vanessa Williams,"4,5,1",Verse and Pre-Chorus,Save The Best For Last,3 chord
Vangelis,"1,5,1",Bridge,Chariots of Fire,3 chord
Vangelis,"1,5,4",Verse,Conquest of Paradise,3 chord
Vangelis,"1,5,6",Intro and Verse,Hymne,3 chord
Varien,"6,2,4",Verse,Valkyrie feat Laura Brehm,3 chord
Varius Manx,"4,5,6",Chorus,Piosenka ksiezycowa,3 chord
Veggie Tales,"1,5,1",Chorus,His Cheeseburger,3 chord
Vengaboys,"1,5,4",Intro,Up and Down,3 chord
Veracocha,"4,5,6",Verse and Pre-Chorus,Carte Blanche,3 chord
Verka Serduchka,"6,5,6",Intro,Dancing Lasha Tumbai,3 chord
Veronica Maggio,"1,5,4",Verse and Pre-Chorus,Jag kommer,3 chord
Vertical Horizon,"1,5,2",Chorus,Echo,3 chord
Vertical Horizon,"6,5,4",Chorus,Everything You Want,3 chord
Vertical Horizon,"1,5,4",Chorus,I'm Still Here,3 chord
Vicetone,"1,5,6",Chorus,Nothing Stopping Me,3 chord
Vicetone,"6,5,4",Chorus,Stars,3 chord
Vicetone,"4,5,6",Chorus,Steamfunk 2013,3 chord
Vicetone,"1,5,2",Chorus,United We Dance,3 chord
Vienna Teng,"1,5,6",Intro and Verse,Goodnight New York,3 chord
Villa-Lobos,"1,2,3",Verse,Little Train of Caipira,3 chord
Village People,"5,4,3",Verse,YMCA,3 chord
Villagers,"1,6,4",Chorus,Nothing Arrived,3 chord
Vince Guaraldi,"4,5,4",Intro and Verse,Linus And Lucy,3 chord
Violens,"1,4,5",Verse,All Night Low,3 chord
Viper,"1,4,1",Chorus,You'll Cowards Don't Even Smoke Crack,3 chord
Viper,"1,4,1",Intro,You'll Cowards Dont Even Smoke Crack,3 chord
Virgin America,"4,1,5",Chorus,VXsafetydance,3 chord
Virtual Riot,"1,6,4",Chorus,Energy Drink,3 chord
Virtual Riot,"4,5,6",Intro,Lunar,3 chord
Vitamin C,"1,5,6",Chorus,Friends Forever,3 chord
Vivaldi,"6,2,6",Verse,Concerto in A Minor 3rd Mvt RV 356,3 chord
Vivaldi,"6,5,1",Verse,La Folia,3 chord
Vlad,"4,5,3",Chorus,Magicka 2,3 chord
WILL I AM,"1,5,1",Intro,This Is Love,3 chord
WJSN,"4,1,5",Chorus,MoMoMo,3 chord
WWE,"1,5,4",Intro and Verse,Real American,3 chord
WYD Krakow 2016,"4,1,5",Chorus,Blogoslawieni Milosierni,3 chord
Wakabayashi Mitsuru,"1,2,6",Intro,This Game,3 chord
Walden,"6,3,4",Chorus,Ciaco,3 chord
Walk The Moon,"1,4,5",Verse and Pre-Chorus,Shut Up and Dance,3 chord
Walk off the Earth,"1,5,4",Verse,Lightning Bolt,3 chord
Wallpaper,"4,1,4",Pre-Chorus,BEST SONG EVERRR,3 chord
Wally Badarou,"1,5,1",Verse,The Dachstein Angels,3 chord
Walter Buckley,"1,5,1",Verse,crazy little thing called love,3 chord
Walter Murphy,"1,5,1",Intro and Verse,The Freaking FCC,3 chord
Wan Wan,"4,5,6",Verse,Diva's Device,3 chord
Wan Wan,"5,1,4",Pre-Chorus,Life Guiding Song - Prospect Mirai,3 chord
Wan Wan,"4,5,6",Verse,Sky-Filling Departed Spirit - Lightning Word,3 chord
Wan Wan,"4,5,1",Verse,Surpass the Gate of the Silver Key,3 chord
Wan Wan,"6,5,1",Verse,The Princess That Was Erased From History,3 chord
Wan Wan,"4,5,6",Verse,World Yamataizer,3 chord
Wang Chung,"1,4,1",Chorus,Everybody Have Fun Tonight,3 chord
Wanting,"4,5,6",Chorus,Jar of Love,3 chord
Warrant,"6,5,4",Verse and Pre-Chorus,I Saw Red,3 chord
Warren Zevon,"1,5,6",Verse,Please Stay,3 chord
Warren Zevon,"1,4,1",Verse,Things To Do In Denver When You're Dead,3 chord
Washed Out,"1,5,4",Chorus,New Theory,3 chord
Wavves,"1,6,3",Verse,Afraid of Heights,3 chord
Wavves,"1,5,4",Verse,Nine is God,3 chord
Wavves,"1,6,4",Verse,Pony,3 chord
Wavves,"1,4,5",Verse,That's On Me,3 chord
Wavves,"1,5,4",Bridge,Way Too Much,3 chord
We the Kings,"1,6,4",Intro,Check Yes Juliet,3 chord
We the Kings,"1,5,2",Chorus,Stay Young,3 chord
Ween,"1,5,4",Chorus,Happy Colored Marbles,3 chord
Ween,"1,5,1",Verse,Ocean Man,3 chord
Ween,"1,4,1",Verse,Transdermal Celebration,3 chord
Ween,"1,5,4",Intro and Verse,What Deaner was Talking About,3 chord
Weezer,"1,4,5",Chorus,Buddy Holly,3 chord
Weezer,"1,6,3",Pre-Chorus,Dreamin,3 chord
Weezer,"1,5,1",Chorus,El Scorcho,3 chord
Weezer,"1,5,1",Chorus,Falling For You,3 chord
Weezer,"1,5,1",Bridge,Island in the Sun,3 chord
Weezer,"1,5,6",Intro and Verse,My Name Is Jonas,3 chord
Weezer,"1,5,6",Chorus,No One Else,3 chord
Weezer,"4,1,6",Verse,Say It Ain't So,3 chord
Weezer,"1,5,4",Solo 1,The Greatest Man That Ever Lived,3 chord
Weird Al Yankovic,"1,4,5",Chorus,Everything You Know Is Wrong,3 chord
Weird Al Yankovic,"1,5,4",Verse,Hardware Store,3 chord
Weird Al Yankovic,"1,5,2",Verse,Midnight Star,3 chord
Weird Al Yankovic,"1,5,1",Chorus,Since You've Been Gone,3 chord
Weird Al Yankovic,"1,5,4",Intro,Stop Forwarding That Crap To Me,3 chord
Weird Al Yankovic,"1,5,1",Chorus,The Night Santa Went Crazy,3 chord
Wellenrausch,"6,4,2",Chorus,Citylights,3 chord
Wet Wet Wet,"1,2,4",Verse,Love Is All Around,3 chord
Wham,"1,6,2",Intro,Last Christmas,3 chord
WhiteFlame,"1,4,5",Pre-Chorus,Senbonzakura,3 chord
Whitesnake,"1,5,4",Intro,Here I Go Again,3 chord
Whitney Houston,"1,6,4",Chorus,I Will Always Love You,3 chord
Whitney Houston,"4,6,5",Verse,It's Not Right But It's Okay - Remix,3 chord
Wiktoria,"6,4,1",Chorus,Save Me,3 chord
Wilco,"1,4,1",Chorus,ELT,3 chord
Wilco,"1,5,2",Intro,I Am Trying to Break Your Heart,3 chord
Wilco,"1,2,1",Chorus,Nothing'severgonnastandinmyway,3 chord
Wilco,"1,5,6",Intro and Verse,Poor Places,3 chord
Wilco,"1,2,5",Chorus,She's A Jar,3 chord
Will B and Steve Allen,"6,5,4",Chorus,Alchera - Firestorm and Steve Allen Remix,3 chord
Willie Nelson,"1,5,1",Chorus,Blue Eyes Cryin,3 chord
Willie Nelson,"1,4,1",Bridge,On The Road Again,3 chord
Wire,"4,6,5",Verse,Outdoor Miner,3 chord
Within Temptation,"4,5,6",Intro,A Demon's Fate,3 chord
Within Temptation,"4,5,6",Pre-Chorus,Iron,3 chord
Wiz Khalifa,"1,4,6",Chorus,No Sleep,3 chord
Wiz Khalifa ft Charlie Puth,"1,5,4",Chorus Lead-Out,See You Again,3 chord
Wizet,"1,5,1",Intro and Verse,Maplestory - Cash Shop,3 chord
Wolfgang Amadeus Mozart,"1,5,6",Chorus,Der Holle Rache kocht in meinem Herzen,3 chord
Wolfgang Amadeus Mozart,"1,4,5",Outro,K387 String Quartet No14 In G Major,3 chord
Wolfgang Amadeus Mozart,"1,5,1",Outro,Rondo Alla Turca,3 chord
Wolfgang Gartner,"6,4,1",Verse,Illmerica,3 chord
Wolfgang Gartner,"1,4,5",Pre-Chorus,Space Junk,3 chord
Wolfgang Gartner,"4,5,6",Intro,The Way It Was,3 chord
Wolfgang Gartner,"6,2,3",Intro,Undertaker,3 chord
WoodenToaster,"6,4,5",Chorus,Nightmare Night,3 chord
WoodenToaster,"4,5,6",Bridge,Rainbow Factory,3 chord
WoodenToaster ,"4,5,6",Instrumental,Rainbow Factory,3 chord
Woodkid,"1,4,5",Verse,I Love You,3 chord
Woody Guthrie,"1,4,1",Verse,This Land Is Your Land,3 chord
Working for a Nuclear Free City,"6,5,4",Instrumental,Je suis le vent,3 chord
Wyclef Jean,"1,5,6",Verse,Divine Sorrow,3 chord
X Ambassadors,"1,5,6",Intro,Unsteady,3 chord
Xi,"1,6,4",Verse,Freedom Dive,3 chord
Xilent,"4,5,6",Chorus,Choose Me,3 chord
Xilent,"1,5,2",Chorus,The Place,3 chord
YB,"1,5,6",Chorus,Flying Butterfly,3 chord
Yann Tiersen,"6,2,3",Intro,J'y suis jamais alle,3 chord
Yann Tiersen,"5,6,3",Instrumental,La Valse D'Amelie,3 chord
Yanni,"6,3,6",Solo,One Man's Dream,3 chord
Yasuaki Fujita,"4,5,6",Verse,Mega Man 3 - Snake Man's Stage,3 chord
Yasuharu Takanashi,"1,5,4",Intro and Verse,Fairy Tail - Main Theme,3 chord
Yasunori Mitsuda,"4,5,6",Outro,Chrono Trigger - Epilogue To Good Friends,3 chord
Yasunori Mitsuda,"1,4,5",Instrumental,Chrono Trigger - Frog's Theme,3 chord
Yasunori Mitsuda,"4,5,6",Chorus,Chrono Trigger - To Far Away Times,3 chord
Yasunori Mitsuda,"5,6,5",Chorus,Magus Confronted,3 chord
Yasunori Mitsuda,"1,5,6",Outro,Radical Dreamers,3 chord
Yeah Yeah Yeahs,"4,5,6",Chorus,Heads Will Roll,3 chord
Yeah Yeah Yeahs,"1,4,6",Instrumental,Skeletons,3 chord
Years and Years,"1,6,5",Chorus,King,3 chord
Years and Years,"1,5,1",Chorus,Shine,3 chord
Years and Years,"1,4,5",Pre-Chorus,Worship,3 chord
Yeng Constantino,"4,5,4",Pre-Chorus and Chorus,Chinito,3 chord
Yes,"1,2,3",Verse,I've Seen All Good People,3 chord
Yes,"5,2,5",Verse,Long Distance Runaround,3 chord
Yes,"1,2,3",Chorus,The Revealing Science of God,3 chord
Yevgueni,"1,4,6",Chorus,Welkenraedt,3 chord
Yiruma,"1,5,6",Intro and Verse,River flows in you,3 chord
Ylvis,"1,6,5",Verse,Massachusetts,3 chord
Ylvis,"5,2,1",Verse and Pre-Chorus,The Fox,3 chord
Yogscast,"1,5,4",Chorus,Carrot For A Cock,3 chord
Yoko Shimomura,"6,2,5",Instrumental,Bumpsy Plains - Mario Luigi Bowser Inside Story,3 chord
Yoko Shimomura,"5,4,1",Verse,Forest Maze,3 chord
Yoko Shimomura,"5,1,4",Verse,Sad Song,3 chord
Yoko Shimomura,"4,5,6",Intro,Sanctuary ,3 chord
Yoko Takahashi,"1,5,6",Verse,A Cruel Angel's Thesis,3 chord
Yoko Takahashi,"4,5,6",Chorus,Neon Genesis Evangelion - Soul's Refrain,3 chord
Yoko Ueno,"4,5,1",Chorus,Raspberry Heaven,3 chord
Yoshida Brothers,"1,2,3",Chorus,Cherry Blossoms in Winter,3 chord
Yotam Perel,"1,6,2",Chorus,Did You Slip,3 chord
You Don't Know Jack,"6,4,2",Chorus,Bingo,3 chord
You Don't Know Jack,"1,5,6",Chorus,Question 5,3 chord
Youngblood Hawke,"4,5,6",Chorus,We Come Running - Vicetone Remix,3 chord
Yousuke Yasui,"4,5,6",Chorus,Megalomachia - Ultraviolet,3 chord
Yukari Tamura,"1,5,4",Verse and Pre-Chorus,Stardust Witch Meruru - Meteo Impact,3 chord
Yuki Iwai,"4,5,6",Verse,Mega Man X2 - Magna Centipede Stage,3 chord
Yuki Kajiura,"4,5,1",Chorus,Bloody Rabbit,3 chord
Yuki Nagato,"4,6,4",Intro and Verse,Yuki Muon Madobe Nite,3 chord
Yuko Takehara,"1,6,1",Verse,Mega Man 6 - Tomahawk Man Stage,3 chord
Yumiko Kanki,"4,5,3",Intro,F-Zero - Mute City,3 chord
Yumiko Kanki,"4,5,6",Pre-Chorus and Chorus,F-Zero - Port Town,3 chord
Yuuyu,"1,5,6",Intro and Verse,Deep-Sea Girl,3 chord
Yuzu,"4,5,3,6",Intro,Hikare,4 chord
ZUN,"6,4,5",Verse,A God That Loves People - Romantic Fall,3 chord
ZUN,"4,5,4",Intro,A Tiny Tiny Clever Commander,3 chord
ZUN,"4,5,6",Intro,A World of Nightmares Never Seen Before,3 chord
ZUN,"4,5,6",Chorus,Akutagawa Ryuunosuke's Kappa - Candid Friend,3 chord
ZUN,"4,5,1",Chorus,Alice in Wonderland,3 chord
ZUN,"6,5,6",Intro,Bamboo Forest of the Full Moon,3 chord
ZUN,"6,1,6",Intro,Battlefield of Hanahazama,3 chord
ZUN,"4,5,6",Intro,Because Princess Inada Is Scolding Me,3 chord
ZUN,"4,5,6",Intro,Bell of Avici - Infinite Nightmare,3 chord
ZUN,"4,5,6",Pre-Chorus and Chorus,Beloved Tomboyish Girl,3 chord
ZUN,"6,4,5",Intro and Verse,Beware the Umbrella Left There Forever,3 chord
ZUN,"4,6,4",Verse,Blue Sea of 53 Minutes,3 chord
ZUN,"4,5,6",Verse,Captain Murasa,3 chord
ZUN,"1,6,4",Chorus,Cemetery of Onbashira - Grave of Being,3 chord
ZUN,"4,5,6",Chorus,Child of Are,3 chord
ZUN,"4,5,6",Intro,Desire Drive,3 chord
ZUN,"4,5,4",Chorus,Doll Judgement,3 chord
ZUN,"4,6,4",Intro and Verse,Dolls in Pseudo Paradise - Eternal Shrine Maiden,3 chord
ZUN,"4,5,6",Verse,Dreamy Pilot,3 chord
ZUN,"4,5,6",Intro,Emotional Skyscraper - Cosmic Mind,3 chord
ZUN,"4,5,6",Chorus,Eternal Shrine Maiden,3 chord
ZUN,"6,4,5",Verse,Extend Ash - Hourai Victim,3 chord
ZUN,"1,2,4",Pre-Chorus,Faith is for the Transient People,3 chord
ZUN,"1,4,5",Intro,Fall of Fall - Autumnal Waterfall,3 chord
ZUN,"4,5,6",Verse,Faraway Voyage of 380 000 Kilometers,3 chord
ZUN,"4,5,6",Intro,Fate of 60 Years,3 chord
ZUN,"4,5,6",Intro,Flowering Night,3 chord
ZUN,"4,5,6",Intro,Frozen Capital of Eternity,3 chord
ZUN,"1,2,4",Verse,Gensokyo Millenium - History of the Moon,3 chord
ZUN,"4,5,6",Verse,Ghost Lead,3 chord
ZUN,"4,5,6",Chorus,Hartmann's Youkai Girl,3 chord
ZUN,"4,5,6",Pre-Chorus,Heian Alien,3 chord
ZUN,"4,5,6",Chorus,Hiroari Shoots a Strange Bird - Till When,3 chord
ZUN,"4,5,6",Chorus,Illusionary Joururi,3 chord
ZUN,"5,6,3",Intro,Interdimensional Voyage of a Ghostly Ship,3 chord
ZUN,"4,5,6",Solo 3,Last Occultism - Esotericist of the Present World,3 chord
ZUN,"4,5,6",Verse,Legend of the Great Gods,3 chord
ZUN,"4,5,6",Chorus,Lunatic Eyes - Invisible Full Moon,3 chord
ZUN,"4,5,6",Verse,Midnight Spell Card,3 chord
ZUN,"4,5,6",Verse,Mystic Dream,3 chord
ZUN,"6,5,4",Verse,Mystical Oriental Dream - Ancient Temple,3 chord
ZUN,"4,5,6",Pre-Chorus,Necrofantasia,3 chord
ZUN,"4,5,6",Pre-Chorus,Old Yuanxian,3 chord
ZUN,"4,5,6",Verse,Onigashima in Fairy Land - Missing Power,3 chord
ZUN,"6,5,4",Pre-Chorus,Pandemonic Planet,3 chord
ZUN,"4,5,6",Intro,Paradise - Deep Mountain,3 chord
ZUN,"1,2,1",Pre-Chorus,Plastic Mind,3 chord
ZUN,"4,6,4",Intro and Verse,Player's Score,3 chord
ZUN,"1,6,5",Verse and Pre-Chorus,Primordial Beat - Pristine Beat,3 chord
ZUN,"5,6,3",Intro,Pure Furies - Whereabouts of the Heart,3 chord
ZUN,"4,5,6",Intro,Purest Sky and Sea,3 chord
ZUN,"6,4,5",Intro,Reincarnation,3 chord
ZUN,"4,5,6",Verse,Romantic Children,3 chord
ZUN,"4,5,6",Chorus,Septette for the Dead Princess,3 chord
ZUN,"4,5,3",Intro,Shanghai Alice of Meiji 17,3 chord
ZUN,"4,5,6",Intro,Spring Lane - Colorful Path,3 chord
ZUN,"4,5,6",Chorus,The Capital City of Flowers in the Sky,3 chord
ZUN,"6,4,5",Verse,The Exaggerated Castle Keep,3 chord
ZUN,"1,4,5",Chorus,The Great Fairy Wars - Fairy Wars,3 chord
ZUN,"4,5,6",Bridge,The Maid and the Pocket Watch of Blood,3 chord
ZUN,"4,5,6",Chorus,The Sealed-Away Youkai - Lost Place,3 chord
ZUN,"1,4,5",Intro,The Shining Needle Castle Sinking in the Air,3 chord
ZUN,"1,2,6",Verse,The Taboo Membrane Wall,3 chord
ZUN,"6,4,2",Solo,The Tiger-Patterned Vaisravana,3 chord
ZUN,"4,5,6",Verse,The Wheelchair's Future in Space,3 chord
ZUN,"4,5,6",Pre-Chorus,Theme of Eastern Story,3 chord
ZUN,"4,5,1",Chorus,Touhou 5 Mystic Square - Alice in Wonderland,3 chord
ZUN,"4,5,6",Intro and Verse,Vanishing Dream - Lost Dream,3 chord
ZUN,"4,5,6",Verse,idea,3 chord
ZZ Top,"1,5,4",Chorus,Gimme All Your Lovin,3 chord
Zabutom,"4,5,6",Intro,Zeta Force - Blast Off Into Space,3 chord
Zabutom,"4,5,6",Verse and Chorus,Zeta Force - Level 2,3 chord
Zabutom,"6,4,5",Verse,Zeta Force - Zeta Force Game Boy Version,3 chord
Zara Larsson,"6,5,4",Intro,Lush Life,3 chord
Zayn,"1,4,5",Pre-Chorus and Chorus,PILLOWTALK,3 chord
Zebrahead,"1,4,5",Chorus,Someday,3 chord
Zedd,"1,4,6",Intro and Verse,Break Free feat - Ariana Grande,3 chord
Zedd,"1,2,3",Pre-Chorus,Done With Love,3 chord
